day,cost_phones,cost_cases,cost_accessories,group
11,13100,0,0,control
11,11100,0,0,control
11,27500,1700,0,control
11,18900,3000,0,control
11,18200,2200,400,control
11,28900,0,0,control
11,37900,2000,0,control
11,54500,0,0,control
11,45500,0,0,control
11,25600,0,0,control
11,9600,0,0,control
11,30900,2500,3900,control
11,45500,0,2100,control
11,34300,1600,0,control
11,44200,2200,2300,control
11,19900,0,0,control
11,28600,2800,0,control
11,27800,700,0,control
11,63500,0,0,control
11,12300,0,1000,control
11,28700,1300,4800,control
11,37100,0,0,control
11,20600,0,0,control
11,31400,0,3000,control
11,20800,0,0,control
11,70100,0,3200,control
11,23800,2700,0,control
11,42900,0,0,control
11,30700,2700,0,control
11,42600,2300,2500,control
11,44300,0,1900,control
11,45900,0,0,control
11,6300,0,0,control
11,14800,0,0,control
11,50800,0,0,control
11,32400,0,0,control
11,51600,0,0,control
11,62800,0,0,control
11,23100,2600,1200,control
11,25500,600,0,control
11,48700,0,0,control
11,11100,2300,4400,control
11,32300,1400,0,control
11,34200,0,0,control
11,24600,0,0,control
11,34200,2800,0,control
11,23700,1600,0,control
11,18400,0,0,control
11,30500,0,0,control
11,40400,2400,0,control
11,26700,0,0,control
11,46800,0,3700,control
11,40700,0,0,control
11,39900,0,0,control
11,56000,3000,0,control
11,39700,2000,2800,control
11,33500,0,0,control
11,12200,1700,0,control
11,51100,1500,0,control
11,32600,0,0,control
11,36400,0,0,control
11,64000,2100,0,control
11,19200,2000,0,control
11,46800,2400,4400,control
11,61500,2700,0,control
11,70300,0,0,control
11,23800,0,0,control
11,31800,0,0,control
11,53700,2100,0,control
11,40700,0,0,control
11,85800,0,0,control
11,45600,0,0,control
11,51000,0,0,control
11,27100,0,2800,control
11,56900,0,0,control
11,58100,1800,0,control
11,4900,0,0,control
11,27100,2700,0,control
11,30300,1900,0,control
11,32000,0,0,control
11,30700,0,0,control
11,17800,1700,0,control
11,20300,1600,0,control
11,54500,1700,0,control
11,23000,2100,0,control
11,63000,0,3700,control
11,7600,1900,3400,control
11,47600,1900,0,control
11,5300,0,4100,control
12,37200,0,0,control
12,14800,0,0,control
12,42400,0,0,control
12,44300,1900,0,control
12,51000,0,0,control
12,39900,0,0,control
12,10300,0,0,control
12,42100,1800,0,control
12,17700,0,0,control
12,5800,0,0,control
12,82200,0,0,control
12,34900,0,1300,control
12,47600,700,0,control
12,58600,0,0,control
12,30700,2200,3300,control
12,11100,1600,2100,control
12,33400,2600,0,control
12,15100,2900,2500,control
12,33100,0,0,control
12,55300,0,0,control
12,44200,0,0,control
12,35200,0,0,control
12,35100,0,0,control
12,45300,1400,0,control
12,25700,0,0,control
12,45300,1600,3000,control
12,19600,2200,3300,control
12,64700,0,700,control
12,4500,0,2500,control
12,26300,0,0,control
12,22200,2000,3900,control
12,29500,0,0,control
12,36700,2000,1900,control
12,62400,0,0,control
12,35100,2200,1200,control
12,54700,2900,0,control
12,10200,0,4400,control
12,12800,2400,0,control
12,42300,0,0,control
12,71000,0,0,control
12,43900,0,2500,control
12,62700,0,3000,control
12,43000,2000,0,control
12,28000,0,0,control
12,38700,0,0,control
12,46900,0,0,control
12,54300,0,0,control
12,21900,1400,0,control
12,31100,0,0,control
12,64800,0,0,control
12,26000,0,0,control
12,49000,2300,0,control
12,24500,0,0,control
12,43300,0,0,control
12,14700,1900,0,control
12,6400,0,0,control
12,12300,0,0,control
12,29500,2700,0,control
12,56300,2200,0,control
12,23600,0,0,control
12,49500,2200,0,control
12,24100,0,0,control
12,66100,0,0,control
12,9600,2700,3600,control
12,7200,0,5000,control
12,51700,0,0,control
12,33400,0,0,control
12,14500,1400,0,control
12,31000,0,0,control
12,26800,0,2600,control
12,18500,2900,0,control
12,48100,2100,0,control
12,17600,0,0,control
12,61400,2200,0,control
12,49200,0,0,control
12,27900,0,0,control
12,58000,0,0,control
12,42600,0,0,control
12,34600,0,0,control
12,29000,0,0,control
12,85300,0,0,control
12,39900,1200,0,control
12,15100,2700,0,control
12,4300,1600,0,control
12,63000,1900,900,control
12,37400,0,3100,control
12,47900,0,0,control
12,15400,0,0,control
12,54900,3100,0,control
12,42800,2200,2300,control
12,39800,0,0,control
12,13200,0,0,control
12,43600,0,0,control
12,14000,0,2500,control
12,9300,0,0,control
12,39100,0,0,control
12,22200,1900,3600,control
12,50900,0,0,control
12,8800,2700,0,control
12,21400,2900,0,control
12,80400,0,0,control
12,57400,1700,0,control
12,53700,0,0,control
12,43200,0,0,control
12,53100,0,0,control
12,27800,0,0,control
12,30600,1500,0,control
12,14600,2000,0,control
12,60600,0,500,control
12,29100,0,0,control
12,50000,0,3100,control
12,27500,2000,0,control
12,38600,2000,1700,control
12,56900,3900,2800,control
12,19400,0,0,control
12,55000,2700,0,control
12,20600,1600,0,control
12,61500,3300,0,control
12,34200,3000,0,control
12,30100,0,0,control
12,43000,2400,0,control
12,24300,2600,3000,control
12,46400,0,0,control
12,36700,0,0,control
12,29900,0,0,control
12,39100,0,3100,control
12,10300,1900,0,control
12,35500,2200,0,control
12,30200,0,3700,control
12,45100,2500,4100,control
12,18300,2400,0,control
12,45400,0,2400,control
12,41400,0,0,control
12,69200,1300,2800,control
12,48200,0,0,control
12,23100,0,2900,control
12,64000,0,0,control
12,30200,0,0,control
12,33900,0,0,control
12,19400,0,4200,control
12,16600,0,0,control
12,52900,2100,0,control
12,44000,0,0,control
12,42000,0,0,control
12,20200,0,1900,control
12,41800,3000,0,control
12,46800,0,0,control
12,68800,0,0,control
12,58200,2400,0,control
12,13300,0,0,control
12,69100,0,2800,control
12,30000,0,0,control
12,72100,1000,0,control
12,42400,0,0,control
12,31500,0,0,control
12,4700,1900,0,control
12,37700,1400,3100,control
12,8000,2000,2700,control
12,9300,1400,0,control
12,10900,2400,0,control
12,43700,0,4200,control
12,17900,800,0,control
12,42800,1600,0,control
12,71500,1000,0,control
12,37400,2100,0,control
12,7900,0,0,control
12,25100,0,1800,control
12,26200,2000,0,control
12,48500,0,0,control
12,44700,0,0,control
12,71200,1000,2700,control
12,36900,0,3800,control
12,86600,0,0,control
12,32600,0,0,control
12,17700,0,0,control
12,42400,2000,0,control
12,44000,2500,0,control
12,31400,0,0,control
12,23900,0,0,control
12,26500,0,0,control
12,52800,1900,0,control
12,58300,0,0,control
12,8300,2600,0,control
12,53200,1800,0,control
12,11200,0,0,control
12,23300,0,0,control
12,12000,1500,2100,control
12,69000,0,0,control
12,10200,0,0,control
12,59800,0,3000,control
12,12900,0,0,control
12,41500,2400,0,control
12,46000,0,0,control
12,46300,1800,0,control
12,46100,0,0,control
12,32400,0,2800,control
12,30500,2300,0,control
12,22000,0,0,control
12,14800,3100,0,control
12,35400,2800,3700,control
12,16100,0,3600,control
12,51400,0,0,control
12,56700,0,0,control
12,37500,2400,0,control
12,6000,0,0,control
12,16900,0,2900,control
12,12100,0,0,control
12,13700,2000,2000,control
12,50800,0,4900,control
12,32300,2600,0,control
12,54300,0,0,control
12,38200,0,0,control
12,56600,2900,3800,control
12,43400,2000,3800,control
12,35700,0,3500,control
12,17600,0,0,control
12,30500,1100,0,control
12,26700,0,0,control
12,18700,0,2200,control
12,34400,0,0,control
12,33200,2000,0,control
12,25200,2100,1700,control
12,28300,1400,1400,control
12,13100,900,0,control
12,5400,0,0,control
12,15200,2400,4100,control
12,47300,1400,0,control
12,17500,0,0,control
12,15800,0,0,control
12,44200,0,3300,control
12,45300,3100,0,control
12,45600,2700,0,control
12,45900,1500,2900,control
12,61400,0,3400,control
12,14600,0,0,control
12,34700,2100,0,control
12,40800,0,0,control
12,43900,0,0,control
12,32100,2000,0,control
12,6300,0,0,control
12,61900,2700,2500,control
12,52600,2100,0,control
12,26500,2200,3100,control
12,39000,2200,4200,control
12,43600,0,0,control
12,39700,0,0,control
13,31100,0,0,control
13,20300,0,0,control
13,41700,0,0,control
13,72600,0,0,control
13,26500,0,2400,control
13,43100,900,0,control
13,29900,2200,0,control
13,16600,1500,3900,control
13,32800,0,2000,control
13,18000,0,0,control
13,61000,0,0,control
13,10100,2100,2900,control
13,32400,1900,2700,control
13,24200,1500,0,control
13,57400,0,0,control
13,23000,0,0,control
13,47100,0,0,control
13,79700,1600,0,control
13,16800,0,0,control
13,64200,2200,0,control
13,47300,0,3900,control
13,58200,3100,0,control
13,48500,0,0,control
13,52300,0,0,control
13,60900,0,3000,control
13,24600,0,0,control
13,30300,0,2700,control
13,29400,1800,0,control
13,52400,0,0,control
13,42700,0,3300,control
13,6500,0,0,control
13,50200,2600,0,control
13,22800,0,0,control
13,27400,0,0,control
13,30100,0,0,control
13,40700,0,0,control
13,42500,0,0,control
13,18100,0,0,control
13,38400,3600,0,control
13,31900,0,0,control
13,35400,0,0,control
13,16700,0,3200,control
13,73600,1700,0,control
13,15900,0,0,control
13,17400,2100,0,control
13,67700,2500,0,control
13,37300,0,0,control
13,33300,3000,0,control
13,42200,0,2100,control
13,64600,700,0,control
13,63700,2400,0,control
13,50100,1000,0,control
13,29400,0,4000,control
13,26400,1200,0,control
13,37400,0,4000,control
13,34500,0,0,control
13,27100,1700,0,control
13,26100,2200,0,control
13,8800,0,0,control
13,50700,2500,0,control
13,43500,1700,3800,control
13,19300,0,0,control
13,46800,0,0,control
13,21200,2100,0,control
13,32300,0,0,control
13,48100,2000,0,control
13,33300,0,0,control
13,54500,1800,0,control
13,52400,0,0,control
13,34800,800,0,control
13,33500,0,0,control
13,39900,2000,0,control
13,55000,0,0,control
13,33200,1800,0,control
13,54400,1300,1500,control
13,26300,0,0,control
13,19400,1800,0,control
13,30400,0,2600,control
13,20400,0,0,control
13,22700,2200,4000,control
13,32200,0,0,control
13,31900,1900,0,control
13,11600,0,0,control
13,56400,1500,0,control
13,12500,0,0,control
13,56000,0,0,control
13,48000,2600,1900,control
13,88100,2300,0,control
13,28600,0,0,control
13,30000,0,3300,control
13,34800,1000,0,control
13,55500,0,3300,control
13,53100,0,0,control
13,15600,0,0,control
13,30000,0,0,control
13,16500,0,0,control
13,41000,1500,0,control
13,34100,0,1300,control
13,47600,1900,0,control
13,65700,0,0,control
13,44300,1900,0,control
13,34400,0,0,control
13,21400,0,0,control
13,18300,2400,4100,control
13,16100,2800,3000,control
13,18300,0,0,control
13,24600,0,0,control
13,17600,1100,0,control
13,40400,2800,0,control
13,17300,0,0,control
13,48800,0,3000,control
13,12500,0,0,control
13,14500,0,0,control
13,13900,0,0,control
13,40600,0,0,control
13,25400,0,0,control
13,41500,3300,3200,control
13,71100,0,0,control
13,26800,0,0,control
13,27500,0,0,control
13,26400,0,0,control
13,41800,0,0,control
13,27400,0,0,control
13,72700,2300,0,control
13,48800,0,3300,control
13,9800,2300,0,control
13,71000,0,0,control
13,18800,2400,0,control
13,31700,0,0,control
13,21700,0,2100,control
13,20000,1000,0,control
13,64200,0,0,control
13,48400,2300,0,control
13,48100,1400,0,control
13,24700,0,0,control
13,43400,0,0,control
13,62400,1900,3700,control
13,37400,0,2400,control
13,46500,2200,0,control
13,15700,2200,2900,control
13,23300,2200,0,control
13,61600,0,0,control
13,63700,0,0,control
13,27300,0,0,control
13,31300,0,0,control
13,60700,0,0,control
13,36900,0,0,control
13,17500,0,2000,control
13,59700,0,0,control
13,38700,0,0,control
13,44000,0,0,control
13,19600,0,1500,control
13,28200,1300,0,control
13,56400,2600,0,control
13,17200,0,0,control
13,46000,2800,0,control
13,23700,0,0,control
13,34000,1900,4600,control
13,33000,0,2900,control
13,35200,0,0,control
13,24600,900,2900,control
13,16600,0,0,control
13,19800,1700,0,control
13,34900,2000,0,control
13,54600,0,5900,control
13,14400,2400,0,control
13,51500,0,4600,control
13,20500,0,0,control
13,54800,0,0,control
13,57600,1300,3900,control
13,74700,2700,2800,control
13,71300,0,3500,control
13,65700,0,0,control
13,61600,0,0,control
13,7300,2900,0,control
13,20200,2600,0,control
13,14700,0,0,control
13,23600,0,1800,control
13,44500,2800,0,control
13,39300,0,0,control
13,27300,0,0,control
13,6300,0,2900,control
13,28500,0,1600,control
13,43200,2700,0,control
13,33900,0,0,control
13,19300,0,0,control
13,35900,0,0,control
13,42700,0,0,control
13,4500,0,3700,control
13,43100,0,0,control
13,55100,0,0,control
13,45900,2700,2500,control
13,69500,0,2400,control
13,37500,2500,3800,control
13,17300,0,0,control
13,18300,2500,0,control
13,29400,0,1800,control
13,13900,0,0,control
13,38300,0,0,control
13,21500,0,0,control
13,95100,2800,4000,control
13,50000,0,2500,control
13,44600,2000,0,control
13,33000,1900,0,control
13,48900,2500,2500,control
13,70700,0,0,control
13,43300,1200,0,control
14,17400,0,0,control
14,52000,2300,1500,control
14,76300,1200,3000,control
14,8900,0,0,control
14,63000,3000,0,control
14,60700,2000,4300,control
14,32200,2700,2400,control
14,45400,2300,0,control
14,17600,0,0,control
14,45900,0,0,control
14,47200,0,5300,control
14,75400,0,0,control
14,47500,1900,0,control
14,34000,0,1500,control
14,67200,0,1700,control
14,35200,500,0,control
14,46900,0,0,control
14,25200,0,0,control
14,27200,2200,0,control
14,19600,0,0,control
14,33800,0,2800,control
14,48500,0,0,control
14,38600,1700,2200,control
14,54400,2500,0,control
14,66600,0,0,control
14,36000,0,0,control
14,48600,0,0,control
14,38400,1100,2500,control
14,16000,0,1700,control
14,50100,0,3400,control
14,42700,0,3600,control
14,41900,0,0,control
14,45200,0,2700,control
14,11000,0,0,control
14,7000,2500,0,control
14,21500,0,0,control
14,32800,1600,0,control
14,6000,0,3300,control
14,10300,0,3300,control
14,36000,0,0,control
14,17300,1700,3600,control
14,49000,0,0,control
14,31000,0,0,control
14,31800,1400,0,control
14,34800,1600,0,control
14,45100,2700,0,control
14,20500,0,4300,control
14,20100,0,0,control
14,22800,2200,5000,control
14,14700,0,0,control
14,43000,0,0,control
14,54800,0,3500,control
14,39300,0,0,control
14,53400,3000,3700,control
14,17600,0,0,control
14,54000,1400,0,control
14,20200,1700,3200,control
14,25400,2400,0,control
14,39500,0,0,control
14,5500,2200,0,control
14,20600,0,0,control
14,35400,0,0,control
14,30000,0,5000,control
14,31700,1600,0,control
14,48200,0,0,control
14,33700,0,0,control
14,36900,1500,0,control
14,46500,0,0,control
14,23300,1800,0,control
14,46200,0,0,control
14,66600,2200,0,control
14,54000,0,900,control
14,51500,2400,0,control
14,25600,1500,0,control
14,47800,0,2500,control
14,42800,0,0,control
14,62800,0,0,control
14,35000,1700,0,control
14,42300,0,0,control
14,54400,0,0,control
14,27000,1300,0,control
14,38000,0,0,control
14,55200,0,2700,control
14,30100,0,0,control
14,58000,1400,0,control
14,28100,2200,0,control
14,29700,2000,0,control
14,44500,0,0,control
14,44400,0,0,control
14,23300,1500,0,control
14,61400,0,3500,control
14,12200,0,0,control
14,56500,1400,0,control
14,56400,2700,0,control
14,22000,2900,0,control
14,49000,0,4300,control
14,35700,0,0,control
14,32900,2000,0,control
14,10100,1200,0,control
14,46000,0,0,control
14,30000,0,0,control
14,41000,0,0,control
14,19900,0,0,control
14,55800,0,0,control
14,67800,0,0,control
14,59800,3000,0,control
14,63700,2200,0,control
14,42200,2000,0,control
14,22700,1300,0,control
14,15900,1700,0,control
14,15400,2500,700,control
14,40400,0,0,control
14,45400,0,0,control
14,10800,0,0,control
14,39600,0,0,control
14,50400,0,0,control
14,84100,0,0,control
14,38100,0,0,control
14,42000,0,2500,control
14,16100,1200,4300,control
14,34600,1900,0,control
14,10300,2100,0,control
14,4500,2500,0,control
14,30800,3300,0,control
14,33800,1500,2300,control
14,21800,0,0,control
14,41600,1900,0,control
14,81800,2000,0,control
14,30900,0,2600,control
14,75700,0,0,control
14,34200,0,0,control
14,53600,0,0,control
14,31400,0,2000,control
14,5600,0,0,control
14,34700,0,1400,control
14,18700,1700,0,control
14,9400,1600,0,control
14,38300,1300,0,control
14,15400,2000,4100,control
14,33900,0,2500,control
14,47600,0,0,control
14,69000,2100,0,control
14,20800,0,0,control
14,47700,0,2900,control
14,51100,2300,3500,control
14,40700,2900,0,control
14,44900,2800,0,control
14,73900,0,2400,control
14,68800,0,2000,control
14,40400,0,0,control
14,73900,1900,0,control
14,17200,2100,3400,control
14,57400,0,0,control
14,33700,1600,0,control
14,73100,2300,0,control
14,11800,0,0,control
14,50700,2700,2900,control
14,41300,1600,0,control
14,23700,3100,0,control
14,43700,1400,3200,control
14,10200,0,0,control
14,22700,2700,0,control
14,31900,2500,0,control
14,44200,0,0,control
14,50900,2200,0,control
14,25200,0,0,control
14,54000,0,3500,control
14,33100,2200,0,control
14,50900,2400,2600,control
14,17300,1200,2900,control
14,29700,0,1900,control
14,62700,2000,0,control
14,6800,0,0,control
14,29500,0,2800,control
14,37900,0,0,control
14,20000,2300,3700,control
14,59300,3100,0,control
14,17900,0,0,control
14,43800,0,0,control
14,24300,0,0,control
14,32600,0,0,control
14,41000,2900,0,control
14,45600,0,0,control
14,61700,0,2800,control
14,57500,2100,0,control
14,50900,2200,3200,control
14,63900,2300,0,control
14,32300,0,0,control
14,68900,2100,1800,control
14,40300,2300,0,control
14,45400,1500,0,control
14,46800,2200,0,control
14,32600,0,0,control
14,28200,2500,0,control
14,25500,1400,0,control
14,24400,0,0,control
14,48700,1400,0,control
14,50900,0,3800,control
14,6700,0,0,control
14,43100,2000,0,control
14,45100,1300,3500,control
14,23900,2700,0,control
14,54700,1800,0,control
14,8200,1900,3800,control
14,39500,0,2700,control
14,63100,0,3200,control
14,72700,0,3200,control
14,35300,2900,0,control
14,73100,2800,0,control
14,45500,2400,0,control
14,4600,2000,0,control
14,52000,1800,0,control
14,27700,0,0,control
14,30700,0,0,control
14,36500,0,0,control
14,87800,2400,0,control
14,27800,1600,0,control
14,38400,1900,0,control
14,43700,0,4300,control
14,56500,0,0,control
14,15200,1300,2700,control
14,69700,0,0,control
14,17600,0,0,control
14,49400,0,2800,control
14,60500,3100,4200,control
14,19800,1800,0,control
14,36500,1200,0,control
14,18000,0,3000,control
14,26800,1700,0,control
14,69100,3000,4000,control
14,28100,0,0,control
14,31900,1300,0,control
14,10300,3300,0,control
14,58400,0,0,control
14,68200,0,0,control
14,35800,1900,0,control
14,34500,0,0,control
14,44600,0,0,control
14,19800,0,0,control
14,14500,2000,3500,control
14,41100,0,0,control
1,53900,2200,2100,pilot
1,8300,0,0,pilot
1,37300,0,0,pilot
1,65900,0,0,pilot
1,64700,1500,0,pilot
1,44000,2600,3900,pilot
1,6000,2000,1000,pilot
1,57600,0,0,pilot
1,41200,1700,4000,pilot
1,23100,2300,0,pilot
1,61800,0,0,pilot
1,37700,1800,0,pilot
1,38900,0,0,pilot
1,9700,0,0,pilot
1,28200,0,0,pilot
1,4400,2000,0,pilot
1,48600,0,0,pilot
1,60500,0,2300,pilot
1,33000,2800,0,pilot
1,26700,0,0,pilot
1,25500,0,0,pilot
1,39400,2100,0,pilot
1,35100,0,0,pilot
1,48500,0,0,pilot
1,15700,0,4300,pilot
1,41600,0,0,pilot
1,70200,2100,0,pilot
1,75700,1000,3200,pilot
1,42600,2800,0,pilot
1,47200,2000,0,pilot
1,69600,0,1300,pilot
1,70800,0,0,pilot
1,50500,2000,0,pilot
1,43800,1800,0,pilot
1,35900,2100,5000,pilot
1,30300,2800,0,pilot
1,15700,2200,0,pilot
1,36200,0,0,pilot
1,25300,0,2600,pilot
1,33300,0,3900,pilot
1,6400,0,2200,pilot
1,36200,1700,2600,pilot
1,36700,2700,0,pilot
1,40000,0,2400,pilot
1,47900,0,0,pilot
1,50000,1800,0,pilot
1,22400,2300,0,pilot
1,38100,0,2900,pilot
1,53900,0,0,pilot
1,29100,1800,0,pilot
1,31400,0,0,pilot
1,25500,2500,4400,pilot
1,50700,0,0,pilot
1,29600,3000,0,pilot
1,20700,2500,0,pilot
1,61700,0,0,pilot
1,34200,1100,0,pilot
1,50400,0,0,pilot
1,53900,0,0,pilot
1,24200,2300,0,pilot
1,58600,0,0,pilot
1,37600,2800,0,pilot
1,22800,1900,0,pilot
1,36300,0,0,pilot
1,22200,700,0,pilot
1,70400,0,2100,pilot
1,24200,0,0,pilot
1,66300,2400,2800,pilot
1,30800,0,0,pilot
1,27700,0,0,pilot
1,44800,1300,0,pilot
1,45900,0,0,pilot
1,22900,0,0,pilot
1,38800,2400,0,pilot
1,35900,0,0,pilot
1,54600,0,0,pilot
1,31700,2400,0,pilot
1,33800,0,0,pilot
1,43300,0,0,pilot
1,45300,0,3700,pilot
1,53800,0,3800,pilot
1,30400,1100,0,pilot
1,47000,1100,0,pilot
1,44000,2100,3200,pilot
1,35800,700,0,pilot
1,56800,2600,0,pilot
1,27000,2400,0,pilot
1,21100,1700,0,pilot
1,46700,0,0,pilot
1,55400,0,0,pilot
1,17700,0,0,pilot
1,14700,0,0,pilot
1,41700,1700,0,pilot
1,8600,0,0,pilot
1,5700,0,0,pilot
1,64600,0,0,pilot
1,52500,0,2700,pilot
1,13900,0,0,pilot
1,8300,0,3500,pilot
1,40200,2500,2200,pilot
1,46800,0,0,pilot
1,57400,0,2900,pilot
1,42200,2100,0,pilot
1,34300,0,3000,pilot
1,30800,3000,0,pilot
1,57300,0,0,pilot
1,37000,0,0,pilot
1,58300,0,3800,pilot
1,25200,1400,0,pilot
1,18800,0,0,pilot
1,8400,0,1500,pilot
1,4600,2400,0,pilot
1,26500,0,0,pilot
1,29700,2100,2600,pilot
1,27300,2100,0,pilot
1,45900,1600,0,pilot
1,26100,3200,0,pilot
1,49800,0,0,pilot
1,69800,0,0,pilot
1,40000,1000,3200,pilot
1,36300,0,4200,pilot
1,43400,1500,0,pilot
1,45400,1100,3700,pilot
1,18700,1000,0,pilot
1,42500,2200,1200,pilot
1,46500,0,0,pilot
1,92400,0,0,pilot
1,31200,0,0,pilot
1,26800,0,0,pilot
1,37500,3300,3500,pilot
1,25900,0,0,pilot
1,36300,2000,0,pilot
1,53000,0,0,pilot
1,14000,2200,0,pilot
1,36800,0,0,pilot
1,41300,1400,0,pilot
1,56400,0,4200,pilot
1,47500,0,0,pilot
1,50400,2500,0,pilot
1,68400,0,0,pilot
1,58000,0,0,pilot
1,45400,0,0,pilot
1,61300,2400,3100,pilot
1,62000,0,0,pilot
1,26200,0,0,pilot
1,18600,2300,0,pilot
1,56000,2000,0,pilot
1,37200,0,0,pilot
1,54500,0,0,pilot
1,30400,2000,0,pilot
1,31200,0,0,pilot
1,39000,0,2800,pilot
1,49100,1200,1700,pilot
1,59000,0,3200,pilot
1,16500,0,3100,pilot
1,23000,0,0,pilot
1,44600,2500,0,pilot
1,36000,0,0,pilot
1,31300,2100,3500,pilot
1,27500,0,0,pilot
1,10100,0,0,pilot
1,41600,1900,0,pilot
1,65600,0,3700,pilot
1,11000,1500,0,pilot
1,62200,2500,0,pilot
1,35900,0,0,pilot
1,54200,0,0,pilot
1,29800,3000,3200,pilot
1,20500,0,0,pilot
1,55200,0,0,pilot
1,23900,0,0,pilot
1,16500,1300,3300,pilot
1,73300,1600,0,pilot
1,5800,0,2500,pilot
1,50000,2100,1400,pilot
1,28600,0,3300,pilot
1,50900,1300,0,pilot
1,47800,1400,0,pilot
1,63300,2300,0,pilot
1,26100,0,0,pilot
1,19800,1600,2600,pilot
1,54700,0,3000,pilot
1,14200,2200,0,pilot
1,41400,1700,0,pilot
1,43500,0,0,pilot
1,42600,0,0,pilot
1,37000,0,0,pilot
1,69000,0,0,pilot
1,50300,0,0,pilot
1,19100,0,0,pilot
1,57200,2600,0,pilot
1,44100,0,3900,pilot
1,16100,2500,0,pilot
1,15000,1700,0,pilot
1,17500,1700,0,pilot
1,6400,1500,0,pilot
1,14400,0,0,pilot
1,33900,0,0,pilot
1,58400,2400,2900,pilot
1,50200,0,0,pilot
1,27600,0,1500,pilot
1,64000,0,0,pilot
1,54300,0,0,pilot
1,50800,2100,0,pilot
1,72500,1500,0,pilot
1,18100,800,0,pilot
1,44100,2100,0,pilot
1,52400,0,2700,pilot
1,23600,0,1300,pilot
1,10400,1800,0,pilot
1,56600,0,0,pilot
1,29300,2500,3200,pilot
1,30700,2100,3500,pilot
1,27300,2300,0,pilot
1,32700,0,0,pilot
1,61900,0,3000,pilot
1,21800,1800,4100,pilot
1,68900,0,0,pilot
1,17600,0,0,pilot
1,35900,1500,0,pilot
1,57300,2400,0,pilot
1,50800,1500,2100,pilot
1,36500,0,0,pilot
1,4800,0,0,pilot
1,11800,0,0,pilot
1,63400,0,0,pilot
1,57200,1700,0,pilot
1,64400,1500,0,pilot
1,42400,0,2600,pilot
1,13900,1800,0,pilot
1,43000,0,2600,pilot
1,64400,1600,0,pilot
1,61400,0,0,pilot
1,41200,0,0,pilot
1,30500,0,0,pilot
1,41300,0,4000,pilot
1,54400,2000,0,pilot
1,5000,0,0,pilot
1,19300,1400,0,pilot
1,32000,2200,0,pilot
1,26200,3100,0,pilot
2,20000,2900,0,pilot
2,62300,0,0,pilot
2,39100,3200,0,pilot
2,43500,1900,0,pilot
2,37200,0,0,pilot
2,13000,0,3800,pilot
2,44600,0,0,pilot
2,55500,0,0,pilot
2,14000,2400,0,pilot
2,42100,1900,0,pilot
2,46100,0,0,pilot
2,30100,2100,3300,pilot
2,5800,2000,800,pilot
2,31100,3200,4400,pilot
2,40000,2000,0,pilot
2,50700,2600,4300,pilot
2,23600,2500,0,pilot
2,30000,0,4900,pilot
2,48000,0,1900,pilot
2,55300,0,0,pilot
2,41800,1600,0,pilot
2,38600,2400,0,pilot
2,35800,3600,0,pilot
2,67500,0,0,pilot
2,35100,1800,0,pilot
2,24300,0,0,pilot
2,17200,0,0,pilot
2,10000,0,0,pilot
2,34200,2400,0,pilot
2,52600,2200,3100,pilot
2,36200,2100,3400,pilot
2,46100,1600,0,pilot
2,47400,3100,0,pilot
2,24100,0,0,pilot
2,50200,0,0,pilot
2,19000,2900,0,pilot
2,29900,0,0,pilot
2,44900,2200,0,pilot
2,49900,3100,0,pilot
2,40700,0,0,pilot
2,21400,1700,0,pilot
2,54200,0,0,pilot
2,10800,1000,3400,pilot
2,9000,0,2500,pilot
2,41100,3000,0,pilot
2,18500,3300,0,pilot
2,49200,0,0,pilot
2,50200,2400,0,pilot
2,70700,2700,3400,pilot
2,40800,1300,0,pilot
2,34200,0,0,pilot
2,61200,0,2900,pilot
2,41900,0,0,pilot
2,33700,0,0,pilot
2,17700,0,0,pilot
2,44800,0,0,pilot
2,30700,0,0,pilot
2,80400,1700,4100,pilot
2,26000,1900,0,pilot
2,19200,1200,0,pilot
2,32100,2300,2100,pilot
2,10900,2000,0,pilot
2,54400,0,0,pilot
2,34100,0,0,pilot
2,34300,0,2500,pilot
2,43200,0,0,pilot
2,24200,0,0,pilot
2,22000,0,0,pilot
2,15400,2900,0,pilot
2,21300,0,4000,pilot
2,38500,1500,0,pilot
2,26300,0,0,pilot
2,13800,0,0,pilot
2,64300,0,3500,pilot
2,32100,0,0,pilot
2,33300,0,2500,pilot
2,41600,0,2700,pilot
2,29200,0,0,pilot
2,31100,0,0,pilot
2,11700,0,0,pilot
2,26100,1800,0,pilot
2,19200,1200,0,pilot
2,79000,0,3800,pilot
2,51700,1200,0,pilot
2,23600,1900,0,pilot
2,59700,0,0,pilot
2,22400,2100,0,pilot
2,50000,0,4800,pilot
2,26600,2100,0,pilot
2,9400,1500,3400,pilot
2,43400,2000,0,pilot
2,77000,2900,0,pilot
2,63300,0,0,pilot
2,36500,0,0,pilot
2,27400,0,0,pilot
2,42400,0,0,pilot
2,46100,0,0,pilot
2,48100,0,0,pilot
2,51600,0,0,pilot
2,5200,0,6300,pilot
2,50500,0,0,pilot
2,39900,0,0,pilot
2,71000,0,0,pilot
2,50000,1600,0,pilot
2,53400,0,0,pilot
2,32600,1700,0,pilot
2,29600,0,3900,pilot
2,32500,900,3500,pilot
2,35500,0,0,pilot
2,45900,0,0,pilot
2,43400,0,0,pilot
2,16400,0,0,pilot
2,19000,0,3800,pilot
